BioProject,Run,AvgSpotLen,Bases,BioSample,Bytes,Center.Name,Experiment,Library.Name,Organism,Platform,ReleaseDate,Sample.Name,SRA.Study,Isolate,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,sex,Age,Biomaterial_provider,Strain,breeding_system,MiSeq_run_library,dev_stage,PHENOTYPE,collected_by,Breed,Host,Specimen_voucher,accession..run.,object_status..run.,study..run.,OLD_geo_loc_name,Cultivar,Ecotype,Investigation_type,BIOME,Depth,elev,env_package,feature,Label,lat_lon,material,project_name,lat,lon,counts
PRJNA482684,SRR7592622,308,3220081540,SAMN09711178,1700813594,ARIZONA STATE UNIVERSITY,SRX4457699,CHQ-00137,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592623,307,3639874940,SAMN09711178,1921648204,ARIZONA STATE UNIVERSITY,SRX4457698,CHQ-00136,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592624,308,3805366130,SAMN09711178,1948916146,ARIZONA STATE UNIVERSITY,SRX4457697,CHQ-00135,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592626,308,3815305030,SAMN09711178,1983237937,ARIZONA STATE UNIVERSITY,SRX4457695,CHQ-00128,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592630,308,4060953720,SAMN09711178,2101952078,ARIZONA STATE UNIVERSITY,SRX4457691,CHQ-00132,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592631,308,4382086550,SAMN09711178,2228046053,ARIZONA STATE UNIVERSITY,SRX4457690,CHQ-00129,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592632,308,4694896690,SAMN09711178,2411232878,ARIZONA STATE UNIVERSITY,SRX4457689,CHQ-00130,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592633,308,3931019460,SAMN09711178,2026215987,ARIZONA STATE UNIVERSITY,SRX4457688,CHQ-00133,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592634,308,4190977910,SAMN09711178,2133152605,ARIZONA STATE UNIVERSITY,SRX4457687,CHQ-00134,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592636,307,2860354380,SAMN09711178,1502075314,ARIZONA STATE UNIVERSITY,SRX4457685,CHQ-00031,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592638,307,3591445020,SAMN09711178,1854097047,ARIZONA STATE UNIVERSITY,SRX4457683,CHQ-00034,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592639,307,3660569170,SAMN09711178,1870808525,ARIZONA STATE UNIVERSITY,SRX4457682,CHQ-00035,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592642,307,3440235250,SAMN09711178,1811280429,ARIZONA STATE UNIVERSITY,SRX4457679,CHQ-00039,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592644,308,3503073060,SAMN09711178,1816717542,ARIZONA STATE UNIVERSITY,SRX4457677,CHQ-00044,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592645,308,4151701500,SAMN09711178,2135807825,ARIZONA STATE UNIVERSITY,SRX4457676,CHQ-00145,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592648,309,4584529050,SAMN09711178,2346292005,ARIZONA STATE UNIVERSITY,SRX4457673,CHQ-00148,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592649,308,3642098520,SAMN09711178,1879778893,ARIZONA STATE UNIVERSITY,SRX4457672,CHQ-00149,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592651,307,3281483240,SAMN09711178,1720285805,ARIZONA STATE UNIVERSITY,SRX4457670,CHQ-00019,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592654,308,3893401190,SAMN09711178,1964355252,ARIZONA STATE UNIVERSITY,SRX4457667,CHQ-00025,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592656,308,4083031940,SAMN09711178,2099901192,ARIZONA STATE UNIVERSITY,SRX4457665,CHQ-00006,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592658,308,4430803660,SAMN09711178,2243600125,ARIZONA STATE UNIVERSITY,SRX4457663,CHQ-00009,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592659,309,3840296940,SAMN09711178,1982665123,ARIZONA STATE UNIVERSITY,SRX4457662,CHQ-00026,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592660,308,3564555930,SAMN09711178,1857218534,ARIZONA STATE UNIVERSITY,SRX4457661,CHQ-00028,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592661,308,4098112370,SAMN09711178,2125123111,ARIZONA STATE UNIVERSITY,SRX4457660,CHQ-00056,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592662,307,3865360500,SAMN09711178,1968013725,ARIZONA STATE UNIVERSITY,SRX4457659,CHQ-00055,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592663,308,3781892090,SAMN09711178,1952504271,ARIZONA STATE UNIVERSITY,SRX4457658,CHQ-00051,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592664,309,3885949350,SAMN09711178,1998008600,ARIZONA STATE UNIVERSITY,SRX4457657,CHQ-00049,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592665,309,4077707890,SAMN09711178,2109898780,ARIZONA STATE UNIVERSITY,SRX4457656,CHQ-00054,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592666,307,3551535330,SAMN09711178,1820948575,ARIZONA STATE UNIVERSITY,SRX4457655,CHQ-00053,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592667,308,4018496720,SAMN09711178,2039326605,ARIZONA STATE UNIVERSITY,SRX4457654,CHQ-00046,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592669,309,4301230860,SAMN09711178,1939376514,ARIZONA STATE UNIVERSITY,SRX4457652,CHQ-00048,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592671,308,3679032140,SAMN09711178,1879432710,ARIZONA STATE UNIVERSITY,SRX4457650,CHQ-00071,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592672,309,3926616540,SAMN09711178,1789631591,ARIZONA STATE UNIVERSITY,SRX4457649,CHQ-00073,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592673,308,4166685540,SAMN09711178,2151562777,ARIZONA STATE UNIVERSITY,SRX4457648,CHQ-00065,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592676,308,3912968210,SAMN09711178,2030592636,ARIZONA STATE UNIVERSITY,SRX4457645,CHQ-00064,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592677,309,4146120550,SAMN09711178,1884325353,ARIZONA STATE UNIVERSITY,SRX4457644,CHQ-00060,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592678,308,4378743370,SAMN09711178,2219870130,ARIZONA STATE UNIVERSITY,SRX4457643,CHQ-00061,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592679,308,3445902740,SAMN09711178,1813140507,ARIZONA STATE UNIVERSITY,SRX4457642,CHQ-00057,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592680,307,3605588940,SAMN09711178,1865191935,ARIZONA STATE UNIVERSITY,SRX4457641,CHQ-00058,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592681,308,3928581980,SAMN09711178,1997451312,ARIZONA STATE UNIVERSITY,SRX4457640,CHQ-00086,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592682,308,3614040850,SAMN09711178,1868245632,ARIZONA STATE UNIVERSITY,SRX4457639,CHQ-00085,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592683,308,3602656940,SAMN09711178,1872856003,ARIZONA STATE UNIVERSITY,SRX4457638,CHQ-00079,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592685,307,3850726560,SAMN09711178,1956226643,ARIZONA STATE UNIVERSITY,SRX4457636,CHQ-00076,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592687,308,3553863970,SAMN09711178,1859936245,ARIZONA STATE UNIVERSITY,SRX4457634,CHQ-00084,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592688,309,4652158640,SAMN09711178,2371363167,ARIZONA STATE UNIVERSITY,SRX4457633,CHQ-00083,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592690,308,236072430,SAMN09711178,108177517,ARIZONA STATE UNIVERSITY,SRX4457631,CHQ-00081,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592691,308,3838197700,SAMN09711178,1986022310,ARIZONA STATE UNIVERSITY,SRX4457630,CHQ-00094,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592692,308,3528176670,SAMN09711178,1826131086,ARIZONA STATE UNIVERSITY,SRX4457629,CHQ-00096,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592694,309,4149021720,SAMN09711178,2128712637,ARIZONA STATE UNIVERSITY,SRX4457627,CHQ-00099,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592696,308,3690055030,SAMN09711178,1906980390,ARIZONA STATE UNIVERSITY,SRX4457625,CHQ-00091,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592701,308,3814843870,SAMN09711178,1979147455,ARIZONA STATE UNIVERSITY,SRX4457620,CHQ-00104,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592702,308,3457378920,SAMN09711178,1810965306,ARIZONA STATE UNIVERSITY,SRX4457619,CHQ-00103,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592704,308,3480154810,SAMN09711178,1807260707,ARIZONA STATE UNIVERSITY,SRX4457617,CHQ-00105,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592706,309,3572791630,SAMN09711178,1864859912,ARIZONA STATE UNIVERSITY,SRX4457615,CHQ-00109,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592708,308,4119755130,SAMN09711178,2120585554,ARIZONA STATE UNIVERSITY,SRX4457613,CHQ-00115,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592709,309,4096026470,SAMN09711178,2126599752,ARIZONA STATE UNIVERSITY,SRX4457612,CHQ-00119,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592731,303,5793065600,SAMN09711182,2378952489,ARIZONA STATE UNIVERSITY,SRX4457820,NFL-00054,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,NFL population data,SRP155055,96 adults,2013,USA,North America,USA: Indiana,"North Flatley (39.9\, -84.92)",,,,,,,,,,,,,,,,,,,,,,,,,,"39.9, -84.92",,,39.9,-84.92,861
PRJNA482684,SRR7592732,303,4666369314,SAMN09711182,1942724336,ARIZONA STATE UNIVERSITY,SRX4457819,NFL-00055,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,NFL population data,SRP155055,96 adults,2013,USA,North America,USA: Indiana,"North Flatley (39.9\, -84.92)",,,,,,,,,,,,,,,,,,,,,,,,,,"39.9, -84.92",,,39.9,-84.92,861
PRJNA482684,SRR7592733,303,3638576610,SAMN09711182,1516000266,ARIZONA STATE UNIVERSITY,SRX4457818,NFL-00056,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,NFL population data,SRP155055,96 adults,2013,USA,North America,USA: Indiana,"North Flatley (39.9\, -84.92)",,,,,,,,,,,,,,,,,,,,,,,,,,"39.9, -84.92",,,39.9,-84.92,861
PRJNA482684,SRR7592734,304,5434894371,SAMN09711182,2263639961,ARIZONA STATE UNIVERSITY,SRX4457817,NFL-00048,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,NFL population data,SRP155055,96 adults,2013,USA,North America,USA: Indiana,"North Flatley (39.9\, -84.92)",,,,,,,,,,,,,,,,,,,,,,,,,,"39.9, -84.92",,,39.9,-84.92,861
PRJNA482684,SRR7592736,303,4382320894,SAMN09711182,1829722836,ARIZONA STATE UNIVERSITY,SRX4457815,NFL-00050,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,NFL population data,SRP155055,96 adults,2013,USA,North America,USA: Indiana,"North Flatley (39.9\, -84.92)",,,,,,,,,,,,,,,,,,,,,,,,,,"39.9, -84.92",,,39.9,-84.92,861
PRJNA482684,SRR7592737,303,4384797045,SAMN09711182,1820852063,ARIZONA STATE UNIVERSITY,SRX4457814,NFL-00052,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,NFL population data,SRP155055,96 adults,2013,USA,North America,USA: Indiana,"North Flatley (39.9\, -84.92)",,,,,,,,,,,,,,,,,,,,,,,,,,"39.9, -84.92",,,39.9,-84.92,861
PRJNA482684,SRR7592740,303,3639115239,SAMN09711182,1526432423,ARIZONA STATE UNIVERSITY,SRX4457811,NFL-00088,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,NFL population data,SRP155055,96 adults,2013,USA,North America,USA: Indiana,"North Flatley (39.9\, -84.92)",,,,,,,,,,,,,,,,,,,,,,,,,,"39.9, -84.92",,,39.9,-84.92,861
PRJNA482684,SRR7592744,303,4006931252,SAMN09711182,1710058119,ARIZONA STATE UNIVERSITY,SRX4457807,NFL-00093,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,NFL population data,SRP155055,96 adults,2013,USA,North America,USA: Indiana,"North Flatley (39.9\, -84.92)",,,,,,,,,,,,,,,,,,,,,,,,,,"39.9, -84.92",,,39.9,-84.92,861
PRJNA482684,SRR7592745,303,5075759934,SAMN09711182,2091975513,ARIZONA STATE UNIVERSITY,SRX4457806,NFL-00092,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,NFL population data,SRP155055,96 adults,2013,USA,North America,USA: Indiana,"North Flatley (39.9\, -84.92)",,,,,,,,,,,,,,,,,,,,,,,,,,"39.9, -84.92",,,39.9,-84.92,861
PRJNA482684,SRR7592747,303,3910984998,SAMN09711182,1619614544,ARIZONA STATE UNIVERSITY,SRX4457804,NFL-00094,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,NFL population data,SRP155055,96 adults,2013,USA,North America,USA: Indiana,"North Flatley (39.9\, -84.92)",,,,,,,,,,,,,,,,,,,,,,,,,,"39.9, -84.92",,,39.9,-84.92,861
PRJNA482684,SRR7592749,303,5131285264,SAMN09711182,2097400213,ARIZONA STATE UNIVERSITY,SRX4457802,NFL-00096,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,NFL population data,SRP155055,96 adults,2013,USA,North America,USA: Indiana,"North Flatley (39.9\, -84.92)",,,,,,,,,,,,,,,,,,,,,,,,,,"39.9, -84.92",,,39.9,-84.92,861
